year,region,industry,subsector_letter,info_type,data
1998,Scotland,Education and Health,Q,Output per job,18568.256384728047
1998,Scotland,Leisure and Entertainment,R,Output per job,13457.284686119341
1998,Scotland,Other Services,S and T,Output per job,23267.86960576178
1999,Scotland,All Industries,All Industries,Output per job,29844.548106319697
1999,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,45568.87307251824
1999,Scotland,Manufacturing,C,Output per job,34775.40212524172
1999,Scotland,Construction,F,Output per job,27040.773114325035
1999,Scotland,Trade,G,Output per job,21958.856472825726
1999,Scotland,Transport,H,Output per job,27771.745527877556
1999,Scotland,Leisure and Entertainment,I,Output per job,13140.30891724941
1999,Scotland,Telecoms,J,Output per job,39312.4516313365
1999,Scotland,Financial Services,K,Output per job,38890.109930129496
1999,Scotland,Financial Services,L,Output per job,588968.096067554
1999,Scotland,Professional and Business Services,M,Output per job,25718.13365880513
1999,Scotland,Professional and Business Services,N,Output per job,18649.98309919648
1999,Scotland,Public Aadmin and Defence,O,Output per job,25992.61014217027
1999,Scotland,Education and Health,P,Output per job,28143.751774661785
1999,Scotland,Education and Health,Q,Output per job,19151.280924480037
1999,Scotland,Leisure and Entertainment,R,Output per job,15123.590698117367
1999,Scotland,Other Services,S and T,Output per job,22976.244579072925
2000,Scotland,All Industries,All Industries,Output per job,31157.47410972865
2000,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,52200.81067160998
2000,Scotland,Manufacturing,C,Output per job,36326.40405569982
2000,Scotland,Construction,F,Output per job,29074.152716497487
2000,Scotland,Trade,G,Output per job,21973.086031305756
2000,Scotland,Transport,H,Output per job,30443.83094313179
2000,Scotland,Leisure and Entertainment,I,Output per job,13149.303739809195
2000,Scotland,Telecoms,J,Output per job,40103.56751212064
2000,Scotland,Financial Services,K,Output per job,39132.53970000731
2000,Scotland,Financial Services,L,Output per job,585357.1159708233
2000,Scotland,Professional and Business Services,M,Output per job,26335.026855094944
2000,Scotland,Professional and Business Services,N,Output per job,18602.444424099234
2000,Scotland,Public Aadmin and Defence,O,Output per job,28091.892744850422
2000,Scotland,Education and Health,P,Output per job,30151.397056316015
2000,Scotland,Education and Health,Q,Output per job,20757.20374615091
2000,Scotland,Leisure and Entertainment,R,Output per job,14406.633450790205
2000,Scotland,Other Services,S and T,Output per job,24276.47920953222
2001,Scotland,All Industries,All Industries,Output per job,31810.17638115538
2001,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,57680.22306907162
2001,Scotland,Manufacturing,C,Output per job,37151.449228876285
2001,Scotland,Construction,F,Output per job,29566.75038195626
2001,Scotland,Trade,G,Output per job,23338.343037859562
2001,Scotland,Transport,H,Output per job,32650.80346822292
2001,Scotland,Leisure and Entertainment,I,Output per job,13849.555964783585
2001,Scotland,Telecoms,J,Output per job,40135.951154352864
2001,Scotland,Financial Services,K,Output per job,42358.430132996975
2001,Scotland,Financial Services,L,Output per job,487566.2643082637
2001,Scotland,Professional and Business Services,M,Output per job,28604.562237360296
2001,Scotland,Professional and Business Services,N,Output per job,19329.58706271192
2001,Scotland,Public Aadmin and Defence,O,Output per job,29864.252492943255
2001,Scotland,Education and Health,P,Output per job,29048.196215533077
2001,Scotland,Education and Health,Q,Output per job,21134.990096267476
2001,Scotland,Leisure and Entertainment,R,Output per job,13345.577837099778
2001,Scotland,Other Services,S and T,Output per job,25110.76618578672
2002,Scotland,All Industries,All Industries,Output per job,32880.442152713025
2002,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,60185.079312961156
2002,Scotland,Manufacturing,C,Output per job,37463.87228408421
2002,Scotland,Construction,F,Output per job,34944.908232307185
2002,Scotland,Trade,G,Output per job,22567.290046045895
2002,Scotland,Transport,H,Output per job,33460.79243600868
2002,Scotland,Leisure and Entertainment,I,Output per job,14318.174705046094
2002,Scotland,Telecoms,J,Output per job,40404.63955615555
2002,Scotland,Financial Services,K,Output per job,42131.05983535561
2002,Scotland,Financial Services,L,Output per job,509730.9687861677
2002,Scotland,Professional and Business Services,M,Output per job,29941.027015661733
2002,Scotland,Professional and Business Services,N,Output per job,20997.794669150346
2002,Scotland,Public Aadmin and Defence,O,Output per job,31046.36134010284
2002,Scotland,Education and Health,P,Output per job,29798.780898159897
2002,Scotland,Education and Health,Q,Output per job,21894.454403689422
2002,Scotland,Leisure and Entertainment,R,Output per job,16181.083447060573
2002,Scotland,Other Services,S and T,Output per job,25890.662597821214
2003,Scotland,All Industries,All Industries,Output per job,34588.53633253946
2003,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,62733.71313013426
2003,Scotland,Manufacturing,C,Output per job,39696.597913308084
2003,Scotland,Construction,F,Output per job,34257.180388847955
2003,Scotland,Trade,G,Output per job,23735.18478084186
2003,Scotland,Transport,H,Output per job,35445.94853837283
2003,Scotland,Leisure and Entertainment,I,Output per job,15102.203276487242
2003,Scotland,Telecoms,J,Output per job,45423.52420569709
2003,Scotland,Financial Services,K,Output per job,50119.42841527119
2003,Scotland,Financial Services,L,Output per job,436285.52605902986
2003,Scotland,Professional and Business Services,M,Output per job,33607.85278436283
2003,Scotland,Professional and Business Services,N,Output per job,23545.620720004074
2003,Scotland,Public Aadmin and Defence,O,Output per job,31579.365069189105
2003,Scotland,Education and Health,P,Output per job,31059.51506798077
2003,Scotland,Education and Health,Q,Output per job,22668.11485086058
2003,Scotland,Leisure and Entertainment,R,Output per job,16082.506368450775
2003,Scotland,Other Services,S and T,Output per job,26070.097347662322
2004,Scotland,All Industries,All Industries,Output per job,36821.79861744903
2004,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,70049.90943842508
2004,Scotland,Manufacturing,C,Output per job,44037.03385467832
2004,Scotland,Construction,F,Output per job,36715.04712029417
2004,Scotland,Trade,G,Output per job,25643.88596160087
2004,Scotland,Transport,H,Output per job,35917.62383509295
2004,Scotland,Leisure and Entertainment,I,Output per job,15422.057119610865
2004,Scotland,Telecoms,J,Output per job,47364.01502404629
2004,Scotland,Financial Services,K,Output per job,61186.00588797693
2004,Scotland,Financial Services,L,Output per job,417760.6314478319
2004,Scotland,Professional and Business Services,M,Output per job,34462.36476836139
2004,Scotland,Professional and Business Services,N,Output per job,24018.24383863494
2004,Scotland,Public Aadmin and Defence,O,Output per job,34184.86807342384
2004,Scotland,Education and Health,P,Output per job,31873.938858927893
2004,Scotland,Education and Health,Q,Output per job,23778.116821423293
2004,Scotland,Leisure and Entertainment,R,Output per job,19979.430547821525
2004,Scotland,Other Services,S and T,Output per job,28608.288352608335
2005,Scotland,All Industries,All Industries,Output per job,38332.48035559098
2005,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,67318.06259064328
2005,Scotland,Manufacturing,C,Output per job,50063.658194809
2005,Scotland,Construction,F,Output per job,39187.7665862983
2005,Scotland,Trade,G,Output per job,26290.201680266986
2005,Scotland,Transport,H,Output per job,37070.0318695649
2005,Scotland,Leisure and Entertainment,I,Output per job,16133.277274273862
2005,Scotland,Telecoms,J,Output per job,47439.178943081846
2005,Scotland,Financial Services,K,Output per job,65851.80523445686
2005,Scotland,Financial Services,L,Output per job,415627.710809564
2005,Scotland,Professional and Business Services,M,Output per job,34921.1244046818
2005,Scotland,Professional and Business Services,N,Output per job,24357.723864821346
2005,Scotland,Public Aadmin and Defence,O,Output per job,35885.383418858546
2005,Scotland,Education and Health,P,Output per job,34017.727562752225
2005,Scotland,Education and Health,Q,Output per job,25158.953823766904
2005,Scotland,Leisure and Entertainment,R,Output per job,15843.92216527649
2005,Scotland,Other Services,S and T,Output per job,28433.561940688676
2006,Scotland,All Industries,All Industries,Output per job,40397.36208428264
2006,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,72594.61176131113
2006,Scotland,Manufacturing,C,Output per job,51192.29615500986
2006,Scotland,Construction,F,Output per job,42254.19677042102
2006,Scotland,Trade,G,Output per job,27660.932356705
2006,Scotland,Transport,H,Output per job,37269.13657551353
2006,Scotland,Leisure and Entertainment,I,Output per job,16387.387839413375
2006,Scotland,Telecoms,J,Output per job,47672.01315323832
2006,Scotland,Financial Services,K,Output per job,73660.85607322495
2006,Scotland,Financial Services,L,Output per job,386176.48951555375
2006,Scotland,Professional and Business Services,M,Output per job,38718.67958679623
2006,Scotland,Professional and Business Services,N,Output per job,26121.90503432142
2006,Scotland,Public Aadmin and Defence,O,Output per job,37500.379996628646
2006,Scotland,Education and Health,P,Output per job,35057.72049252012
2006,Scotland,Education and Health,Q,Output per job,26179.276386037916
2006,Scotland,Leisure and Entertainment,R,Output per job,18735.582221767207
2006,Scotland,Other Services,S and T,Output per job,30292.26458281995
2007,Scotland,All Industries,All Industries,Output per job,41717.65799209202
2007,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,71742.77124249586
2007,Scotland,Manufacturing,C,Output per job,50785.969416364205
2007,Scotland,Construction,F,Output per job,44191.50199613864
2007,Scotland,Trade,G,Output per job,28836.733701369674
2007,Scotland,Transport,H,Output per job,41111.244925568186
2007,Scotland,Leisure and Entertainment,I,Output per job,16630.914946473098
2007,Scotland,Telecoms,J,Output per job,48304.77342247931
2007,Scotland,Financial Services,K,Output per job,90983.85984263963
2007,Scotland,Financial Services,L,Output per job,394685.9597007863
2007,Scotland,Professional and Business Services,M,Output per job,38259.70653879827
2007,Scotland,Professional and Business Services,N,Output per job,24859.864766164017
2007,Scotland,Public Aadmin and Defence,O,Output per job,37113.31220990871
2007,Scotland,Education and Health,P,Output per job,36890.464363232044
2007,Scotland,Education and Health,Q,Output per job,27451.722220692754
2007,Scotland,Leisure and Entertainment,R,Output per job,19926.213455012865
2007,Scotland,Other Services,S and T,Output per job,30456.91592588172
2008,Scotland,All Industries,All Industries,Output per job,42111.939157958564
2008,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,74685.84566522068
2008,Scotland,Manufacturing,C,Output per job,54576.42232301088
2008,Scotland,Construction,F,Output per job,40634.80297155952
2008,Scotland,Trade,G,Output per job,28803.348997941484
2008,Scotland,Transport,H,Output per job,41773.37143816896
2008,Scotland,Leisure and Entertainment,I,Output per job,17030.273099919774
2008,Scotland,Telecoms,J,Output per job,49840.16620801842
2008,Scotland,Financial Services,K,Output per job,78103.54527064104
2008,Scotland,Financial Services,L,Output per job,419637.08024666365
2008,Scotland,Professional and Business Services,M,Output per job,39279.77703479477
2008,Scotland,Professional and Business Services,N,Output per job,24376.76663864045
2008,Scotland,Public Aadmin and Defence,O,Output per job,37185.46865645725
2008,Scotland,Education and Health,P,Output per job,39691.98025226006
2008,Scotland,Education and Health,Q,Output per job,28618.834969560095
2008,Scotland,Leisure and Entertainment,R,Output per job,22438.428406398245
2008,Scotland,Other Services,S and T,Output per job,30890.387571416584
2009,Scotland,All Industries,All Industries,Output per job,43948.84625332394
2009,Scotland,Natural Resources and Utilities,"A, B, D, and E",Output per job,77416.8120102088
2009,Scotland,Manufacturing,C,Output per job,58749.33880599901
2009,Scotland,Construction,F,Output per job,37685.039720097586
2009,Scotland,Trade,G,Output per job,30233.160190867457
2009,Scotland,Transport,H,Output per job,40514.713750754985
2009,Scotland,Leisure and Entertainment,I,Output per job,16989.283971439974
2009,Scotland,Telecoms,J,Output per job,57792.34323641318
2009,Scotland,Financial Services,K,Output per job,98423.63694125727
2009,Scotland,Financial Services,L,Output per job,372362.3941652039
2009,Scotland,Professional and Business Services,M,Output per job,39015.89940077593
2009,Scotland,Professional and Business Services,N,Output per job,23825.334261051426
